BioWare,Dragon Age: Inquisition,PS4
EA Redwood Shores,Dead Space,PS3
Midway,Mortal Kombat vs. DC Universe,PS3
Midway Studios - San Diego,TouchMaster,DS
Acquire,Tenchu: Stealth Assassins,PS
Eurocom Entertainment Software,Harry Potter and the Chamber of Secrets,GBA
h.a.n.d. Inc.,Kingdom Hearts 358/2 Days,DS
EA Black Box,Skate 3,PS3
Argonaut Games,Harry Potter and the Chamber of Secrets,PS
Ghost Games,Need for Speed Rivals,PS4
Check Six Games,Spyro: Enter the Dragonfly,PS2
Capcom,Devil May Cry 2,PS2
Clap Hanz,Hot Shots Golf: Open Tee,PSP
"PLAYGROUND, Playground Games",Forza Horizon,X360
Ubisoft Montreal,Tom Clancy's Rainbow Six: Vegas,X360
Vicarious Visions,Crash Nitro Kart,PS2
Capcom,Resident Evil 6,X360
Rockstar North,Grand Theft Auto: San Andreas,XB
Electronic Arts,NBA Street Vol. 2,PS2
Aki Corp.,Def Jam Vendetta,PS2
"Flagship, HAL Labs",Kirby Squeak Squad,DS
Criterion Games,Burnout Paradise,PS3
Jellyvision,Who wants to be a millionaire,PC
Art,Scooby Doo and the Cyber Chase,PS
The Sims Studio,The Sims 3,PS3
EA Canada,FIFA Soccer 09,X360
Dimps Corporation,Dragon Ball Z: Budokai 3,PS2
Exakt,Call of Duty: World at War,Wii
Ubisoft,Tom Clancy's Ghost Recon,PS2
Irrational Games,BioShock Infinite,X360
Raven Software,X-Men Legends,PS2
Midway,Mortal Kombat vs. DC Universe,X360
Bungie,Destiny: The Taken King,PS4
Bungie,Destiny,X360
Volition Inc.,Red Faction,PS2
Maxis,The Sims: Makin' Magic,PC
"Nintendo, Nd Cube",Mario Party: Island Tour,3DS
Rainbow Studios,MX Unleashed,PS2
NanaOn-Sha,PaRappa The Rapper,PS
Neversoft Entertainment,Guitar Hero: World Tour,PS3
Slightly Mad Studios,Need for Speed: Shift,X360
Blizzard Entertainment,Diablo III,PS3
Sumo Digital,LittleBigPlanet 3,PS4
Factor 5,Star Wars Rogue Leader: Rogue Squadron II,GC
Namco Bandai Games,Mario Super Sluggers,Wii
Electronic Arts,Monopoly,Wii
EA Tiburon,Madden NFL 09,PS3
WB Games Montreal,Batman: Arkham Origins,X360
Midway,Game Party 2,Wii
Midway,Mortal Kombat: Deception,PS2
Visual Concepts,NBA 2K17,PS4
Papaya Studios,Toy Story Mania!,Wii
Rare Ltd.,Star Fox Adventures,GC
EA Sports,Madden NFL 25,PS3
Omega Force,Dynasty Warriors 3,PS2
EA Sports,Madden NFL 06,XB
"Luxoflux, Inc.",Shrek 2,PS2
SCEI,The Legend of Dragoon,PS
Krome Studios,Star Wars: The Force Unleashed,Wii
Electronic Arts,NBA Live 2002,PS2
Avalanche Studios,Just Cause 3,PS4
SquareSoft,Chrono Cross,PS
Naughty Dog,Jak 3,PS2
Jupiter Corporation,Kingdom Hearts: Chain of Memories,GBA
Rockstar Studios,Max Payne 3,PS3
TT Games,LEGO Marvel Super Heroes,PS3
Altron,Phineas and Ferb,DS
EA Sports,NCAA Football 06,PS2
Ubisoft Montpellier,Rayman Raving Rabbids 2,Wii
HAL Labs,Kirby: Triple Deluxe,3DS
Creative Assembly,Sonic Classic Collection,DS
Blizzard Entertainment,Diablo III,PS4
Sucker Punch,inFAMOUS 2,PS3
Blizzard Entertainment,World of Warcraft: Mists of Pandaria,PC
Mass Media,Namco Museum,PS2
Maxis,The Sims: Hot Date,PC
From Software,Demon's Souls,PS3
Valve Software,The Orange Box,X360
Konami,DDRMAX2: Dance Dance Revolution,PS2
Sega AM2,Virtua Fighter 4,PS2
Hangar 13,Mafia III,PS4
Sucker Punch,Sly 2: Band of Thieves,PS2
BudCat,Guitar Hero: World Tour,PS2
Dimps Corporation,Sonic Advance 2,GBA
EA Tiburon,Madden NFL 07,X360
Visual Concepts,NBA 2K11,PS3
Turn 10,Forza Motorsport 6,XOne
Tango Gameworks,The Evil Within,PS4
Retro Studios,Metroid Prime 3: Corruption,Wii
Rockstar San Diego,Midnight Club II,PS2
SCEE London Studio,The Getaway: Black Monday,PS2
Genuine Games,50 Cent: Bulletproof,PS2
Team Ninja,Dead or Alive 3,XB
TOSE,Dragon Quest Monsters: Joker,DS
Traveller's Tales,LEGO Star Wars III: The Clone Wars,Wii
THQ,UFC 2009 Undisputed,PS3
Heavy Iron Studios,The SpongeBob SquarePants Movie,PS2
Camelot Software Planning,Golden Sun,GBA
Aki Corp.,Def Jam: Fight for NY,PS2
Red Storm Entertainment,Tom Clancy's Ghost Recon,XB
VIS Entertainment,State of Emergency,PS2
Maxis,The Urbz: Sims in the City,PS2
LucasArts,Star Wars: Starfighter,PS2
Pandemic Studios,Star Wars: Battlefront,XB
EA Sports,Madden NFL 17,PS4
Avalanche Studios,Just Cause 2,PS3
EA Canada,FIFA Soccer 08,PS3
Realtime Worlds,Crackdown,X360
Nd Cube,Wii Party U,WiiU
Konami,Dance Dance Revolution X,PS2
Monolith Soft,Xenosaga Episode I: Der Wille zur Macht,PS2
Ubisoft Montreal,Watch Dogs,PS3
Terminal Reality,Kinect Star Wars,X360
Capcom,Dragon's Dogma,PS3
"Ready at Dawn, SCE Santa Monica",The Order: 1886,PS4
EA Canada,SSX Tricky,PS2
SCE Japan Studio,Knack,PS4
ArtePiazza,Dragon Quest VI: Realms of Revelation,DS
Vicarious Visions,Crash Bandicoot: The Huge Adventure,GBA
Io Interactive,Hitman: Absolution,X360
"Ubisoft Reflections, Ivory Tower",The Crew,PS4
Visual Concepts,NBA 2K15,XOne
EA Tiburon,Madden NFL 2005,XB
Tri-Ace,Star Ocean: Till The End of Time,PS2
"Infinity Ward, Sledgehammer Games",Call of Duty: Modern Warfare 3,PC
Arkane Studios,Dishonored,X360
Harmonix Music Systems,The Beatles: Rock Band,Wii
Namco,Ace Combat 5: The Unsung War,PS2
Electronic Arts,Need for Speed Underground,XB
3d6 Games,Tetris Worlds,GBA
Magic Pockets,Imagine: Teacher,DS
Artefacts Studio,Deal or No Deal,DS
EA Sports,FIFA Soccer 10,PS2
Valve Software,Portal 2,PS3
EA Sports,NCAA Football 07,PS2
The Sims Studio,The Sims 3: Late Night Expansion Pack,PC
Hello Games,No Man's Sky,PS4
Activision,Cabela's Big Game Hunter 2010,Wii
Zipper Interactive,SOCOM 3: U.S. Navy SEALs,PS2
Irrational Games,BioShock Infinite,PS3
Griptonite Games,Harry Potter and the Sorcerer's Stone,GBA
Webfoot Technologies,Dragon Ball Z: The Legacy of Goku,GBA
Capcom,Resident Evil 4,GC
Jupiter Corporation,Personal Trainer: Math,DS
Farsight Studios,Game Party 3,Wii
EA Vancouver,Need For Speed: Undercover,X360
Sonic Team,Sonic Colors,Wii
Volition Inc.,Saints Row 2,PS3
Firaxis Games,Sid Meier's Civilization V,PC
Maxis,The Sims: Superstar,PC
Nintendo,Metroid Fusion,GBA
Bandai Namco Games,We Ski,Wii
Rebellion,Star Wars Battlefront: Renegade Squadron,PSP
EA Canada,SSX 3,PS2
EA Sports,Madden NFL 2001,PS
Pandemic Studios,Star Wars: Battlefront II,XB
Shaba Games,Tony Hawk's Pro Skater 3,PS
Artificial Mind and Movement,"Monsters, Inc.",GBA
BioWare,Dragon Age: Origins,PS3
Paradigm Entertainment,Spy Hunter,PS2
EA Sports,NCAA Football 2004,PS2
EA Chicago,Fight Night Round 3,PS3
Blizzard Entertainment,StarCraft II: Heart of the Swarm,PC
Heavy Iron Studios,SpongeBob SquarePants: Battle for Bikini Bottom,PS2
SuperMassive Games,Until Dawn,PS4
HB Studios Multimedia,Big Beach Sports,Wii
EA Sports Big,SSX,PS2
Ubisoft,Shaun White Snowboarding: Road Trip,Wii
Midway,NBA Ballers,PS2
Volition Inc.,Saints Row IV,X360
EA Canada,NBA Live 2003,PS2
TT Games,LEGO Batman 2: DC Super Heroes,X360
Spike,Dragon Ball Z: Budokai Tenkaichi,PS2
From Software,Dark Souls III,PS4
HAL Labs,Kirby's Return to Dreamland,Wii
Hudson Soft,Mario Party 6,GC
Krome Studios,Star Wars The Clone Wars: Lightsaber Duels,Wii
EA Canada,Need for Speed Carbon,X360
Ninja Theory,Heavenly Sword,PS3
EA Redwood Shores,MySims,Wii
EA Montreal,Army of Two,X360
EA Sports,Tiger Woods PGA Tour 2003,PS2
Ubisoft Montreal,Prince of Persia: Warrior Within,PS2
Ubisoft Montreal,Far Cry 4,XOne
Visual Concepts,ESPN NFL 2K5,XB
Quantic Dream,Beyond: Two Souls,PS3
Nintendo,Pikmin,GC
EA Sports,Tiger Woods PGA Tour 2004,PS2
Visual Concepts,NBA 2K15,X360
Treyarch,Call of Duty: Black Ops,PC
SCEI,Ape Escape,PS
EA Tiburon,NCAA Football 2005,PS2
Rockstar Studios,Max Payne 3,X360
Rare Ltd.,Viva Pinata,X360
Frontier Developments,Kinectimals,X360
HAL Labs,Kirby Air Ride,GC
TT Games,LEGO Marvel Super Heroes,PS4
Bungie,Destiny,PS3
Harmonix Music Systems,Rock Band,PS3
ArtePiazza,Dragon Quest IV: Chapters of the Chosen,DS
EA Tiburon,NFL Street 2,PS2
Next Level Games,Super Mario Strikers,GC
id Software,Rage,X360
Square Enix,Mario Hoops 3 on 3,DS
THQ,SpongeBob's Atlantis SquarePantis,DS
Avalanche Studios,Just Cause 2,X360
KCET,Silent Hill,PS
Sonic Team,Sonic Heroes,GC
Avalanche Software,Disney Infinity,Wii
Visual Concepts,ESPN NBA 2K5,PS2
Blizzard Entertainment,Diablo,PC
Ubisoft Montreal,Far Cry 2,X360
Nintendo,The Legend of Zelda: Twilight Princess,GC
Konami,Pro Evolution Soccer 2008,PS3
Genius Sonority Inc.,Pokemon Battle Revolution,Wii
Square Enix,Kingdom Hearts 3D: Dream Drop Distance,3DS
Konami,Dance Dance Revolution: Hottest Party 2,Wii
Namco,SoulCalibur IV,X360
Sega,Sonic Generations,PS3
Digital Eclipse,Spyro 2: Season of Flame,GBA
"Nintendo, Nd Cube",Mario Party 10,WiiU
Capcom,Devil May Cry 4,PS3
Capcom Vancouver,Dead Rising 3,XOne
Konami,Pro Evolution Soccer 2010,PS2
EA Sports,NCAA Football 2002,PS2
Epic Games,Gears of War: Judgment,X360
Ubisoft Montreal,Watch Dogs,XOne
Vicarious Visions,Guitar Hero: On Tour Decades,DS
EA Sports,FIFA 16,X360
EA Sports,Madden NFL 15,XOne
Pivotal Games,Conflict: Desert Storm,PS2
Hudson,Mario Party 7,GC
ArtePiazza,Dragon Quest V: Hand of the Heavenly Bride,DS
Rockstar San Diego,Smuggler's Run,PS2
EA Chicago,Fight Night Round 3,PS2
EA Canada,Need for Speed: Most Wanted,X360
Cat Daddy Games,Carnival Games: Mini Golf,Wii
ChunSoft,Pokemon Mystery Dungeon: Explorers of Sky,DS
TOSE,MySims Kingdom,DS
Traveller's Tales,LEGO Pirates of the Caribbean: The Video Game,Wii
Reflections Interactive,Stuntman,PS2
Ubisoft,Tom Clancy's Rainbow Six 3,XB
Traveller's Tales,LEGO Harry Potter: Years 1-4,X360
Vicarious Visions,Spider-Man 2: Enter: Electro,PS
Vicarious Visions,Guitar Hero 5,Wii
MachineGames,Wolfenstein: The New Order,PS4
2K Czech,Mafia II,X360
Mind Candy,Moshi Monsters: Moshling Zoo,DS
2K Marin,BioShock 2,PS3
Level 5,Dark Cloud,PS2
Blizzard Entertainment,Warcraft III: The Frozen Throne,PC
h.a.n.d. Inc.,Active Life: Outdoor Challenge,Wii
Ubisoft Paris,Tom Clancy's Ghost Recon Advanced Warfighter,X360
EA Sports,MVP Baseball 2005,PS2
"Naughty Dog, Sony Bend",Uncharted: Golden Abyss,PSV
Namco Bandai Games,Go Vacation,Wii
Konami,Pro Evolution Soccer 2013,PS3
Arkane Studios,Dishonored,PS3
Camelot Software Planning,Mario Golf: Toadstool Tour,GC
Treyarch,Call of Duty: Black Ops II,PC
Cavia Inc.,Resident Evil: The Umbrella Chronicles,Wii
The Code Monkeys,The Simpsons Skateboarding,PS2
Retro Studios,Donkey Kong Country: Tropical Freeze,WiiU
EA Canada,Fight Night Round 4,PS3
Amusement Vision,Super Monkey Ball 2,GC
Namco,Pac-Man World 2,PS2
"Genius Sonority Inc., Disney Interactive Studios",Disney Fairies: Tinker Bell,DS
EA Redwood Shores,MySims Kingdom,Wii
Visceral Games,Dead Space 2,X360
Electronic Arts,The Simpsons Game,PS2
Griptonite Games,The Simpsons Game,DS
Sports Interactive,Football Manager 2012,PC
Level 5,Ni no Kuni: Wrath of the White Witch,PS3
Namco,SoulCalibur II,GC
Treyarch,Call of Duty 3,PS3
Genki,Tokyo Xtreme Racer Zero,PS2
Volition Inc.,Red Faction II,PS2
EA Sports,Madden NFL 2001,PS2
LucasArts,Star Wars: The Force Unleashed II,PS3
Harmonix Music Systems,Rock Band 2,PS3
Square Enix,Final Fantasy: Crystal Chronicles,GC
EA LA,Medal of Honor: Frontline,XB
EA Tiburon,Madden NFL 09,PS2
Blue Castle Games,Dead Rising 2,X360
2K Czech,Mafia II,PS3
Rocksteady Studios,Batman: Arkham Knight,XOne
Square Enix,Dirge of Cerberus: Final Fantasy VII,PS2
Backbone Entertainment,Sonic Rivals 2,PSP
Barking Lizards,Bratz: Forever Diamondz,DS
Insomniac Games,Resistance 3,PS3
Altron,Drawn To Life: SpongeBob SquarePants Edition,DS
Zoe Mode,Disney Sing It: Pop Hits,Wii
Treyarch,007: Quantum of Solace,X360
Kush Games,Major League Baseball 2K5,PS2
EA Sports,Fight Night 2004,PS2
Traveller's Tales,LEGO Star Wars III: The Clone Wars,X360
Ubisoft Shanghai,Tom Clancy's Splinter Cell: Pandora Tomorrow,XB
Ubisoft,Imagine: Master Chef,DS
Art,Disney Princess,GBA
Nihilistic,Call of Duty Black Ops: Declassified,PSV
Ubisoft Paris,Tom Clancy's Ghost Recon: Future Soldier,X360
EA Chicago,Fight Night Round 3,X360
SquareSoft,Xenogears,PS
WayForward,The SpongeBob SquarePants Movie,GBA
5TH Cell,Super Scribblenauts,DS
Midway,Midway Arcade Treasures,PS2
Amusement Vision,Super Monkey Ball,GC
Namco,SoulCalibur IV,PS3
Namco,Mario Superstar Baseball,GC
Helixe,Wall-E,DS
EA DICE,Battlefield: Bad Company,X360
Kaos Studios,Homefront,X360
Capcom,Onimusha 3: Demon Siege,PS2
EA Sports,Madden NFL 15,PS3
Rockstar San Diego,Red Dead Revolver,PS2
Capcom,Resident Evil: Outbreak,PS2
BioWare,Mass Effect 2,PS3
Hellbent Games,LEGO Battles: Ninjago,DS
Visual Concepts,NBA 2K14,PS4
SCEE London Studio,SingStar Pop,PS2
Avalanche Software,Disney Infinity,X360
Ubisoft,My Word Coach,DS
EA Sports,Tiger Woods PGA Tour 2005,PS2
EA Sports,NCAA Football 2003,PS2
LucasArts,Star Wars: The Force Unleashed II,X360
Blitz Games,Frogger 2: Swampy's Revenge,PS
Yuke's,WWE SmackDown vs Raw 2008,X360
BigPark,Kinect Joy Ride,X360
Planet Moon Studios,Smarty Pants,Wii
1st Playable Productions,Disney Princess: Magical Jewels,DS
Nintendo,Classic NES Series: Super Mario Bros.,GBA
"Blue Byte, Related Designs",Anno 2070,PC
EA Bright Light,Hasbro Family Game Night,Wii
Backbone Entertainment,Sonic Rivals,PSP
"Digital Extremes, 2K Marin",BioShock,PS3
BioWare,Mass Effect 3,PS3
Sand Grain Studios,Cabela's Big Game Hunter,PS2
Maxis,SimCity (2013),PC
Flagship,The Legend of Zelda: The Minish Cap,GBA
EA Tiburon,NFL Street,PS2
Visceral Games,Dead Space 2,PS3
EA Tiburon,Tiger Woods PGA Tour 09 All-Play,Wii
PlatinumGames,Metal Gear Rising: Revengeance,PS3
Ubisoft Montpellier,Rayman Raving Rabbids,Wii
TOSE,Dragon Quest Monsters: Joker 2,DS
Yuke's,UFC Undisputed 2010,PS3
Danger Close,Medal of Honor: Warfighter,PS3
Backbone Entertainment,Sonic's Ultimate Genesis Collection,X360
Barnstorm Games,Hello Kitty Party,DS
The Sims Studio,The Sims 3,Wii
Blizzard Entertainment,Diablo III,X360
Incognito Inc.,Twisted Metal: Black,PS2
EA Tiburon,NASCAR 2005: Chase for the Cup,PS2
EA Canada,Fight Night Round 4,X360
Treyarch,Spider-Man: The Movie,XB
Traveller's Tales,LEGO Star Wars II: The Original Trilogy,PSP
EA Redwood Shores,Dead Space,X360
Exient Entertainment,Need For Speed: Undercover,PS2
Traveller's Tales,LEGO Indiana Jones 2: The Adventure Continues,Wii
Namco,Ridge Racer,PSP
Dimps Corporation,Sonic Advance 3,GBA
Codemasters,Colin McRae Rally 3,PS2
Playground Games,Forza Horizon 2,XOne
EA Sports,Madden NFL 2002,PS
Omega Force,Dynasty Warriors 5,PS2
NetherRealm Studios,Injustice: Gods Among Us,X360
Ubisoft Montreal,Far Cry 2,PS3
Arzest,Yoshi's New Island,3DS
TT Games,LEGO Batman 2: DC Super Heroes,Wii
"Luxoflux, Inc.",True Crime: Streets of LA,XB
Crytek,Ryse: Son of Rome,XOne
"Warner Bros. Interactive Entertainment, NetherRealm Studios",Mortal Kombat X,XOne
Crystal Dynamics,Rise of the Tomb Raider,XOne
"Sega, Sonic Team",Sonic Generations,X360
"Z-Axis, Ltd.",Dave Mirra Freestyle BMX 2,PS2
Now Production,Bakugan: Battle Brawlers,DS
Traveller's Tales,LEGO Indiana Jones: The Original Adventures,PS2
Eidos Montreal,Deus Ex: Human Revolution,X360
"Square Enix, Think and Feel",Final Fantasy XII: Revenant Wings,DS
Treyarch,Call of Duty: Black Ops,Wii
Eidos Montreal,Deus Ex: Human Revolution,PS3
Obsidian Entertainment,Star Wars Knights of the Old Republic II: The Sith Lords,XB
Maxis,The Sims 2,PSP
Blue Castle Games,Dead Rising 2,PS3
Namco Bandai Games,Ridge Racer 7,PS3
Red Storm Entertainment,Tom Clancy's Ghost Recon 2,XB
Black Box,Need for Speed: The Run,X360
Vicarious Visions,Crash Bandicoot 2: N-Tranced,GBA
Bluepoint Games,Titanfall,X360
SCEE London Studio,SingStar Abba,PS2
Namco,Dead to Rights,PS2
THQ,WWE '13,PS3
Electronic Arts,Hasbro Family Game Night 2,Wii
Taito Corporation,Gardening Mama,DS
Criterion Games,Burnout Paradise,X360
Monolith Productions,Middle-Earth: Shadow of Mordor,XOne
Evolution Studios,MotorStorm: Pacific Rift,PS3
Omega Force,Samurai Warriors,PS2
EA DICE,Battlefield 4,PC
The Coalition,Gears of War 4,XOne
EA Canada,FIFA Soccer 08,PSP
EA Canada,FIFA Soccer 09,PSP
Papaya Studios,Disney Princess: Enchanted Journey,Wii
EA Canada,FIFA Soccer 08,X360
Pitbull Syndicate,Test Drive,PS2
Capcom,Devil May Cry 4,X360
Ubisoft Montreal,Tom Clancy's Rainbow Six: Vegas 2,PS3
Team Ninja,Metroid: Other M,Wii
Crytek,Crysis 2,X360
TOSE,Chrono Trigger,DS
Capcom,Marvel vs. Capcom 3: Fate of Two Worlds,PS3
Vicarious Visions,Doom 3,XB
Ubisoft Montreal,Tom Clancy's Rainbow Six: Siege,XOne
Codemasters Birmingham,F1 2010,PS3
Capcom,Monster Hunter Freedom,PSP
Nintendo,Donkey Kong Jungle Beat,GC
EA Canada,Need for Speed Carbon,PS2
Capcom,Lost Planet: Extreme Condition,X360
Visual Concepts,NBA 2K15,PS3
Rockstar Vienna,Max Payne 2: The Fall of Max Payne,PS2
EA DICE,Battlefield: Bad Company,PS3
EA Sports,MVP Baseball 2004,PS2
Remedy Entertainment,Alan Wake,X360
Retro Studios,Metroid Prime 2: Echoes,GC
Steel Monkeys,Corvette,PS2
Yuke's,WWE SmackDown vs Raw 2008,PS3
Vicarious Visions,Skylanders SWAP Force,X360
Rockstar Leeds,Grand Theft Auto: Chinatown Wars,DS
Yuke's,UFC Undisputed 2010,X360
Blizzard Entertainment,World of Warcraft: Wrath of the Lich King,PC
Visual Concepts,NFL 2K3,PS2
Ubisoft,Assassin's Creed III: Liberation,PSV
Magic Pockets,Petz Wild Animals: Dolphinz,DS
Ubisoft Montreal,Your Shape: Fitness Evolved,X360
Team Fusion,Need for Speed Underground Rivals,PSP
Bethesda Softworks,IHRA Drag Racing 2,PS2
id Software,Rage,PS3
Traveller's Tales,LEGO Harry Potter: Years 1-4,PS3
Toys for Bob,Madagascar,PS2
CD Projekt Red Studio,The Witcher 3: Wild Hunt,XOne
Acclaim,Turok: Evolution,PS2
Radical Entertainment,[Prototype],X360
Criterion Games,Burnout 3: Takedown,XB
Harmonix Music Systems,The Beatles: Rock Band,X360
EA Sports,NBA Live 07,PS2
Good-Feel,Yoshi's Woolly World,WiiU
Toys for Bob,Skylanders Giants,X360
SCEA,SingStar '80s,PS2
"Namco Bandai Games America, Namco Bandai Games",Tekken 6,X360
Ubisoft Quebec,Assassin's Creed Syndicate,XOne
Ubisoft Montreal,Far Cry 4,PS3
Creatures Inc.,Pokemon Ranger: Guardian Signs,DS
Traveller's Tales,LEGO Batman: The Videogame,PS3
Crytek,Crysis 2,PS3
Pocket Studios,Pirates of the Caribbean: The Curse of the Black Pearl,GBA
M2,Namco Museum DS,DS
Artefacts Studio,Deal or No Deal,Wii
Melbourne House,Transformers,PS2
Techland,Dying Light,XOne
Bethesda Game Studios,Fallout 4,PC
Dimps Corporation,Sonic Colors,DS
Ubisoft Sofia,Assassin's Creed: Rogue,PS3
EA Canada,EA Playground,Wii
Ubisoft,Gold's Gym: Cardio Workout,Wii
ZeniMax Media,The Elder Scrolls Online,XOne
Snowblind Studios,Champions of Norrath,PS2
Traveller's Tales,LEGO Batman: The Videogame,PSP
"Lexis Numerique, Virtual Toys",Imagine: Wedding Designer,DS
Rockstar North,Manhunt,PS2
EA Canada,Need for Speed Carbon,Wii
KCET,Silent Hill 2,PS2
Konami,Castlevania: Symphony of the Night,PS
Vicarious Visions,Guitar Hero: Aerosmith,Wii
TT Games,The LEGO Movie Videogame,X360
Maxis,The Sims 2: Nightlife,PC
From Software,Dark Souls II,PS3
"Opus, Project Sora",Kid Icarus: Uprising,3DS
"Nintendo, Spike Chunsoft",Pokemon Mystery Dungeon: Gates to Infinity,3DS
Traveller's Tales,LEGO Batman: The Videogame,PS2
Visual Concepts,NBA 2K9,X360
Neversoft Entertainment,Tony Hawk's Underground,XB
Kojima Productions,Metal Gear Solid V: Ground Zeroes,PS4
Griptonite Games,Mystery Case Files: MillionHeir,DS
CyberConnect2,.hack//Infection Part 1,PS2
3G Studios,Jillian Michaels' Fitness Ultimatum 2009,Wii
Sega,Valkyria Chronicles,PS3
Yuke's,WWE '12,X360
Sonic Team,Sonic Adventure DX: Director's Cut,GC
Tamsoft,Battle Arena Toshinden,PS
"THQ, Yuke's",WWE '13,X360
Virtuos,Final Fantasy X / X-2 HD Remaster,PS3
Ghost Games,Need for Speed Rivals,PS3
EA Canada,EA Sports Active 2,Wii
Rockstar San Diego,Rockstar Games presents Table Tennis,Wii
Sports Interactive,Football Manager 2011,PC
NanaOn-Sha,Tamagotchi Connection: Corner Shop,DS
Nixxes Software,Tomb Raider: Underworld,PS3
Hellbent Games,LEGO Battles,DS
EA Sports,NBA Live 2001,PS
Volition Inc.,Saints Row IV,PS3
Krome Studios,Star Wars: The Force Unleashed,PS2
Ubisoft Montreal,Watch Dogs,X360
Slant Six,SOCOM: U.S. Navy SEALs Confrontation,PS3
EA Canada,Need for Speed: Most Wanted,X360
Genius Sonority Inc.,Pokemon XD: Gale of Darkness,GC
Criterion Games,Black,PS2
Ubisoft Montreal,Tom Clancy's Rainbow Six: Vegas,PS3
"Tarsier Studios, Double Eleven",LittleBigPlanet PS Vita,PSV
"Spike Chunsoft Co. Ltd., Spike Chunsoft",Pokemon Super Mystery Dungeon,3DS
Chris Sawyer,RollerCoaster Tycoon 2,PC
Core Design Ltd.,Lara Croft Tomb Raider: The Angel of Darkness,PS2
Ubisoft Shanghai,Tom Clancy's Splinter Cell: Pandora Tomorrow,PS2
Insomniac Games,Ratchet: Deadlocked,PS2
49Games,Winter Sports: The Ultimate Challenge,Wii
Snowblind Studios,Baldur's Gate: Dark Alliance,PS2
Oddworld Inhabitants,Oddworld: Abe's Oddysee,PS
Namco,Ridge Racer V,PS2
Yuke's,WWE SmackDown vs. Raw 2009,PS2
Traveller's Tales,LEGO Harry Potter: Years 5-7,Wii
Double Helix Games,Star Wars Episode III: Revenge of the Sith,XB
Radical Entertainment,[Prototype],PS3
EA Sports,FIFA Street,PS3
Konami,Frogger: The Great Quest,PS2
EA Sports,Madden NFL 17,XOne
Team Ninja,Ninja Gaiden,XB
Traveller's Tales,Crash Bandicoot: The Wrath of Cortex,XB
Reflections Interactive,Driv3r,PS2
Griptonite Games,Assassin's Creed: Bloodlines,PSP
TT Games,LEGO The Lord of the Rings,X360
Vicarious Visions,SpongeBob SquarePants: Battle for Bikini Bottom,GBA
Omega Force,Hyrule Warriors,WiiU
Rare Ltd.,Donkey Kong Country 2,GBA
Neversoft Entertainment,Guitar Hero: Aerosmith,X360
EA Canada,Need for Speed Carbon,PS3
High Voltage Software,Ben 10: Protector of Earth,Wii
EA Canada,2010 FIFA World Cup South Africa,PS3
Bandai Namco Games,Tales of Xillia,PS3
Rare Ltd.,Diddy Kong Racing DS,DS
Camelot Software Planning,Mario Power Tennis,GC
Camelot Software Planning,Golden Sun: The Lost Age,GBA
neo Software,Max Payne,XB
Visual Concepts,NBA 2K2,PS2
EA Sports,NASCAR Thunder 2003,PS2
Rainbow Studios,Cars,PS2
Blitz Games,Fuzion Frenzy,XB
